poll_id,pollster_id,pollster,numeric_grade,pollscore,methodology,transparency_score,state,start_date,end_date,question_id,sample_size,population,population_full,race_id,party,candidate_name,pct
88809,1460,Washington Post/George Mason University,2.7,-0.8,Live Phone/Text-to-Web/Email/Mail-to-Web,9.0,Arizona,9/30/24,10/15/24,213462,580.0,rv,rv,8759,REP,Donald Trump,50.0
88809,1460,Washington Post/George Mason University,2.7,-0.8,Live Phone/Text-to-Web/Email/Mail-to-Web,9.0,Arizona,9/30/24,10/15/24,213502,580.0,lv,lv,8759,DEM,Kamala Harris,46.0
88809,1460,Washington Post/George Mason University,2.7,-0.8,Live Phone/Text-to-Web/Email/Mail-to-Web,9.0,Arizona,9/30/24,10/15/24,213502,580.0,lv,lv,8759,REP,Donald Trump,49.0
88810,1460,Washington Post/George Mason University,2.7,-0.8,Live Phone/Text-to-Web/Email/Mail-to-Web,9.0,Georgia,9/30/24,10/15/24,213463,730.0,rv,rv,8781,DEM,Kamala Harris,50.0
88810,1460,Washington Post/George Mason University,2.7,-0.8,Live Phone/Text-to-Web/Email/Mail-to-Web,9.0,Georgia,9/30/24,10/15/24,213463,730.0,rv,rv,8781,REP,Donald Trump,44.0
88810,1460,Washington Post/George Mason University,2.7,-0.8,Live Phone/Text-to-Web/Email/Mail-to-Web,9.0,Georgia,9/30/24,10/15/24,213503,730.0,lv,lv,8781,DEM,Kamala Harris,51.0
88810,1460,Washington Post/George Mason University,2.7,-0.8,Live Phone/Text-to-Web/Email/Mail-to-Web,9.0,Georgia,9/30/24,10/15/24,213503,730.0,lv,lv,8781,REP,Donald Trump,47.0
88811,1460,Washington Post/George Mason University,2.7,-0.8,Live Phone/Text-to-Web/Email/Mail-to-Web,9.0,Michigan,9/30/24,10/15/24,213464,687.0,rv,rv,8820,DEM,Kamala Harris,46.0
88811,1460,Washington Post/George Mason University,2.7,-0.8,Live Phone/Text-to-Web/Email/Mail-to-Web,9.0,Michigan,9/30/24,10/15/24,213464,687.0,rv,rv,8820,REP,Donald Trump,47.0
88811,1460,Washington Post/George Mason University,2.7,-0.8,Live Phone/Text-to-Web/Email/Mail-to-Web,9.0,Michigan,9/30/24,10/15/24,213504,687.0,lv,lv,8820,DEM,Kamala Harris,49.0
88811,1460,Washington Post/George Mason University,2.7,-0.8,Live Phone/Text-to-Web/Email/Mail-to-Web,9.0,Michigan,9/30/24,10/15/24,213504,687.0,lv,lv,8820,REP,Donald Trump,47.0
88812,1460,Washington Post/George Mason University,2.7,-0.8,Live Phone/Text-to-Web/Email/Mail-to-Web,9.0,Nevada,9/30/24,10/15/24,213465,652.0,rv,rv,8857,DEM,Kamala Harris,47.0
88812,1460,Washington Post/George Mason University,2.7,-0.8,Live Phone/Text-to-Web/Email/Mail-to-Web,9.0,Nevada,9/30/24,10/15/24,213465,652.0,rv,rv,8857,REP,Donald Trump,44.0
88812,1460,Washington Post/George Mason University,2.7,-0.8,Live Phone/Text-to-Web/Email/Mail-to-Web,9.0,Nevada,9/30/24,10/15/24,213505,652.0,lv,lv,8857,DEM,Kamala Harris,48.0
88812,1460,Washington Post/George Mason University,2.7,-0.8,Live Phone/Text-to-Web/Email/Mail-to-Web,9.0,Nevada,9/30/24,10/15/24,213505,652.0,lv,lv,8857,REP,Donald Trump,48.0
88813,1460,Washington Post/George Mason University,2.7,-0.8,Live Phone/Text-to-Web/Email/Mail-to-Web,9.0,North Carolina,9/30/24,10/15/24,213466,965.0,rv,rv,8839,DEM,Kamala Harris,45.0
88813,1460,Washington Post/George Mason University,2.7,-0.8,Live Phone/Text-to-Web/Email/Mail-to-Web,9.0,North Carolina,9/30/24,10/15/24,213466,965.0,rv,rv,8839,REP,Donald Trump,49.0
88813,1460,Washington Post/George Mason University,2.7,-0.8,Live Phone/Text-to-Web/Email/Mail-to-Web,9.0,North Carolina,9/30/24,10/15/24,213506,965.0,lv,lv,8839,DEM,Kamala Harris,47.0
88813,1460,Washington Post/George Mason University,2.7,-0.8,Live Phone/Text-to-Web/Email/Mail-to-Web,9.0,North Carolina,9/30/24,10/15/24,213506,965.0,lv,lv,8839,REP,Donald Trump,50.0
88814,1460,Washington Post/George Mason University,2.7,-0.8,Live Phone/Text-to-Web/Email/Mail-to-Web,9.0,Pennsylvania,9/30/24,10/15/24,213467,707.0,rv,rv,8872,DEM,Kamala Harris,49.0
88814,1460,Washington Post/George Mason University,2.7,-0.8,Live Phone/Text-to-Web/Email/Mail-to-Web,9.0,Pennsylvania,9/30/24,10/15/24,213467,707.0,rv,rv,8872,REP,Donald Trump,46.0
88814,1460,Washington Post/George Mason University,2.7,-0.8,Live Phone/Text-to-Web/Email/Mail-to-Web,9.0,Pennsylvania,9/30/24,10/15/24,213507,707.0,lv,lv,8872,DEM,Kamala Harris,49.0
88814,1460,Washington Post/George Mason University,2.7,-0.8,Live Phone/Text-to-Web/Email/Mail-to-Web,9.0,Pennsylvania,9/30/24,10/15/24,213507,707.0,lv,lv,8872,REP,Donald Trump,47.0
88815,1460,Washington Post/George Mason University,2.7,-0.8,Live Phone/Text-to-Web/Email/Mail-to-Web,9.0,Wisconsin,9/30/24,10/15/24,213468,695.0,rv,rv,8905,DEM,Kamala Harris,50.0
88815,1460,Washington Post/George Mason University,2.7,-0.8,Live Phone/Text-to-Web/Email/Mail-to-Web,9.0,Wisconsin,9/30/24,10/15/24,213468,695.0,rv,rv,8905,REP,Donald Trump,46.0
88815,1460,Washington Post/George Mason University,2.7,-0.8,Live Phone/Text-to-Web/Email/Mail-to-Web,9.0,Wisconsin,9/30/24,10/15/24,213508,695.0,lv,lv,8905,DEM,Kamala Harris,50.0
88815,1460,Washington Post/George Mason University,2.7,-0.8,Live Phone/Text-to-Web/Email/Mail-to-Web,9.0,Wisconsin,9/30/24,10/15/24,213508,695.0,lv,lv,8905,REP,Donald Trump,47.0
88734,396,Quinnipiac,2.8,-0.5,Live Phone,9.0,Georgia,10/10/24,10/14/24,212958,1328.0,lv,lv,8781,DEM,Kamala Harris,45.0
88734,396,Quinnipiac,2.8,-0.5,Live Phone,9.0,Georgia,10/10/24,10/14/24,212958,1328.0,lv,lv,8781,REP,Donald Trump,52.0
88734,396,Quinnipiac,2.8,-0.5,Live Phone,9.0,Georgia,10/10/24,10/14/24,212960,1328.0,lv,lv,8781,DEM,Kamala Harris,46.0
88734,396,Quinnipiac,2.8,-0.5,Live Phone,9.0,Georgia,10/10/24,10/14/24,212960,1328.0,lv,lv,8781,REP,Donald Trump,52.0
88735,396,Quinnipiac,2.8,-0.5,Live Phone,9.0,North Carolina,10/10/24,10/14/24,212959,1031.0,lv,lv,8839,DEM,Kamala Harris,49.0
88735,396,Quinnipiac,2.8,-0.5,Live Phone,9.0,North Carolina,10/10/24,10/14/24,212959,1031.0,lv,lv,8839,REP,Donald Trump,47.0
88735,396,Quinnipiac,2.8,-0.5,Live Phone,9.0,North Carolina,10/10/24,10/14/24,212961,1031.0,lv,lv,8839,DEM,Kamala Harris,50.0
88735,396,Quinnipiac,2.8,-0.5,Live Phone,9.0,North Carolina,10/10/24,10/14/24,212961,1031.0,lv,lv,8839,REP,Donald Trump,47.0
88776,1516,East Carolina University,2.6,-0.5,IVR/Text-to-Web,7.0,Georgia,10/9/24,10/14/24,213298,701.0,lv,lv,8781,DEM,Kamala Harris,45.8
88776,1516,East Carolina University,2.6,-0.5,IVR/Text-to-Web,7.0,Georgia,10/9/24,10/14/24,213298,701.0,lv,lv,8781,REP,Donald Trump,48.9
88664,1424,Siena/NYT,3.0,-1.5,Live Phone,9.0,Pennsylvania,10/7/24,10/10/24,212457,857.0,rv,rv,8872,DEM,Kamala Harris,50.0
88664,1424,Siena/NYT,3.0,-1.5,Live Phone,9.0,Pennsylvania,10/7/24,10/10/24,212457,857.0,rv,rv,8872,REP,Donald Trump,47.0
88664,1424,Siena/NYT,3.0,-1.5,Live Phone,9.0,Pennsylvania,10/7/24,10/10/24,212458,857.0,rv,rv,8872,DEM,Kamala Harris,49.0
88664,1424,Siena/NYT,3.0,-1.5,Live Phone,9.0,Pennsylvania,10/7/24,10/10/24,212458,857.0,rv,rv,8872,REP,Donald Trump,45.0
88664,1424,Siena/NYT,3.0,-1.5,Live Phone,9.0,Pennsylvania,10/7/24,10/10/24,212459,857.0,lv,lv,8872,DEM,Kamala Harris,50.0
88664,1424,Siena/NYT,3.0,-1.5,Live Phone,9.0,Pennsylvania,10/7/24,10/10/24,212459,857.0,lv,lv,8872,REP,Donald Trump,47.0
88664,1424,Siena/NYT,3.0,-1.5,Live Phone,9.0,Pennsylvania,10/7/24,10/10/24,212460,857.0,lv,lv,8872,DEM,Kamala Harris,49.0
88664,1424,Siena/NYT,3.0,-1.5,Live Phone,9.0,Pennsylvania,10/7/24,10/10/24,212460,857.0,lv,lv,8872,REP,Donald Trump,45.0
88665,1424,Siena/NYT,3.0,-1.5,Live Phone,9.0,Arizona,10/7/24,10/10/24,212461,808.0,lv,lv,8759,DEM,Kamala Harris,46.0
88665,1424,Siena/NYT,3.0,-1.5,Live Phone,9.0,Arizona,10/7/24,10/10/24,212461,808.0,lv,lv,8759,REP,Donald Trump,51.0
88665,1424,Siena/NYT,3.0,-1.5,Live Phone,9.0,Arizona,10/7/24,10/10/24,212462,808.0,lv,lv,8759,DEM,Kamala Harris,45.0
88665,1424,Siena/NYT,3.0,-1.5,Live Phone,9.0,Arizona,10/7/24,10/10/24,212462,808.0,lv,lv,8759,REP,Donald Trump,50.0
88665,1424,Siena/NYT,3.0,-1.5,Live Phone,9.0,Arizona,10/7/24,10/10/24,212463,808.0,rv,rv,8759,DEM,Kamala Harris,45.0
88665,1424,Siena/NYT,3.0,-1.5,Live Phone,9.0,Arizona,10/7/24,10/10/24,212463,808.0,rv,rv,8759,REP,Donald Trump,51.0
88665,1424,Siena/NYT,3.0,-1.5,Live Phone,9.0,Arizona,10/7/24,10/10/24,212464,808.0,rv,rv,8759,DEM,Kamala Harris,44.0
88665,1424,Siena/NYT,3.0,-1.5,Live Phone,9.0,Arizona,10/7/24,10/10/24,212464,808.0,rv,rv,8759,REP,Donald Trump,49.0
88737,1847,University of Massachusetts Lowell/YouGov,2.9,-1.0,Online Panel,9.0,Pennsylvania,10/2/24,10/9/24,213056,800.0,lv,lv,8872,DEM,Kamala Harris,46.0
88737,1847,University of Massachusetts Lowell/YouGov,2.9,-1.0,Online Panel,9.0,Pennsylvania,10/2/24,10/9/24,213056,800.0,lv,lv,8872,REP,Donald Trump,45.0
88606,1102,Emerson,2.9,-1.1,IVR/Online Panel/Text-to-Web,7.0,Arizona,10/5/24,10/8/24,212185,1000.0,lv,lv,8759,DEM,Kamala Harris,48.2
88606,1102,Emerson,2.9,-1.1,IVR/Online Panel/Text-to-Web,7.0,Arizona,10/5/24,10/8/24,212185,1000.0,lv,lv,8759,REP,Donald Trump,50.5
88607,1102,Emerson,2.9,-1.1,IVR/Online Panel/Text-to-Web,7.0,Georgia,10/5/24,10/8/24,212186,1000.0,lv,lv,8781,DEM,Kamala Harris,49.8
88607,1102,Emerson,2.9,-1.1,IVR/Online Panel/Text-to-Web,7.0,Georgia,10/5/24,10/8/24,212186,1000.0,lv,lv,8781,REP,Donald Trump,49.7
88608,1102,Emerson,2.9,-1.1,IVR/Online Panel/Text-to-Web,7.0,Michigan,10/5/24,10/8/24,212187,950.0,lv,lv,8820,DEM,Kamala Harris,49.7
88608,1102,Emerson,2.9,-1.1,IVR/Online Panel/Text-to-Web,7.0,Michigan,10/5/24,10/8/24,212187,950.0,lv,lv,8820,REP,Donald Trump,49.6
88609,1102,Emerson,2.9,-1.1,IVR/Online Panel/Text-to-Web,7.0,Nevada,10/5/24,10/8/24,212188,900.0,lv,lv,8857,DEM,Kamala Harris,49.2
88609,1102,Emerson,2.9,-1.1,IVR/Online Panel/Text-to-Web,7.0,Nevada,10/5/24,10/8/24,212188,900.0,lv,lv,8857,REP,Donald Trump,48.1
88610,1102,Emerson,2.9,-1.1,IVR/Online Panel/Text-to-Web,7.0,North Carolina,10/5/24,10/8/24,212189,1000.0,lv,lv,8839,DEM,Kamala Harris,49.0
88610,1102,Emerson,2.9,-1.1,IVR/Online Panel/Text-to-Web,7.0,North Carolina,10/5/24,10/8/24,212189,1000.0,lv,lv,8839,REP,Donald Trump,49.9
88611,1102,Emerson,2.9,-1.1,IVR/Online Panel/Text-to-Web,7.0,Pennsylvania,10/5/24,10/8/24,212190,1000.0,lv,lv,8872,DEM,Kamala Harris,49.0
88611,1102,Emerson,2.9,-1.1,IVR/Online Panel/Text-to-Web,7.0,Pennsylvania,10/5/24,10/8/24,212190,1000.0,lv,lv,8872,REP,Donald Trump,49.7
88612,1102,Emerson,2.9,-1.1,IVR/Online Panel/Text-to-Web,7.0,Wisconsin,10/5/24,10/8/24,212191,1000.0,lv,lv,8905,DEM,Kamala Harris,49.2
88612,1102,Emerson,2.9,-1.1,IVR/Online Panel/Text-to-Web,7.0,Wisconsin,10/5/24,10/8/24,212191,1000.0,lv,lv,8905,REP,Donald Trump,49.9
88591,396,Quinnipiac,2.8,-0.5,Live Phone,9.0,Michigan,10/3/24,10/7/24,212154,1007.0,lv,lv,8820,DEM,Kamala Harris,47.0
88591,396,Quinnipiac,2.8,-0.5,Live Phone,9.0,Michigan,10/3/24,10/7/24,212154,1007.0,lv,lv,8820,REP,Donald Trump,50.0
88591,396,Quinnipiac,2.8,-0.5,Live Phone,9.0,Michigan,10/3/24,10/7/24,212157,1007.0,lv,lv,8820,DEM,Kamala Harris,47.0
88591,396,Quinnipiac,2.8,-0.5,Live Phone,9.0,Michigan,10/3/24,10/7/24,212157,1007.0,lv,lv,8820,REP,Donald Trump,51.0
88592,396,Quinnipiac,2.8,-0.5,Live Phone,9.0,Pennsylvania,10/3/24,10/7/24,212155,1412.0,lv,lv,8872,DEM,Kamala Harris,49.0
88592,396,Quinnipiac,2.8,-0.5,Live Phone,9.0,Pennsylvania,10/3/24,10/7/24,212155,1412.0,lv,lv,8872,REP,Donald Trump,46.0
88592,396,Quinnipiac,2.8,-0.5,Live Phone,9.0,Pennsylvania,10/3/24,10/7/24,212158,1412.0,lv,lv,8872,DEM,Kamala Harris,49.0
88592,396,Quinnipiac,2.8,-0.5,Live Phone,9.0,Pennsylvania,10/3/24,10/7/24,212158,1412.0,lv,lv,8872,REP,Donald Trump,47.0
88593,396,Quinnipiac,2.8,-0.5,Live Phone,9.0,Wisconsin,10/3/24,10/7/24,212156,1073.0,lv,lv,8905,DEM,Kamala Harris,46.0
88593,396,Quinnipiac,2.8,-0.5,Live Phone,9.0,Wisconsin,10/3/24,10/7/24,212156,1073.0,lv,lv,8905,REP,Donald Trump,48.0
88593,396,Quinnipiac,2.8,-0.5,Live Phone,9.0,Wisconsin,10/3/24,10/7/24,212159,1073.0,lv,lv,8905,DEM,Kamala Harris,47.0
88593,396,Quinnipiac,2.8,-0.5,Live Phone,9.0,Wisconsin,10/3/24,10/7/24,212159,1073.0,lv,lv,8905,REP,Donald Trump,49.0
88618,1901,YouGov/Center for Working Class Politics,3.0,-1.1,Online Panel,4.5,Pennsylvania,9/24/24,10/2/24,212208,1000.0,rv,rv,8872,DEM,Kamala Harris,46.8
88618,1901,YouGov/Center for Working Class Politics,3.0,-1.1,Online Panel,4.5,Pennsylvania,9/24/24,10/2/24,212208,1000.0,rv,rv,8872,REP,Donald Trump,44.7
88431,486,The Washington Post,3.0,-1.2,Live Phone/Text-to-Web,9.0,North Carolina,9/25/24,9/29/24,211143,1001.0,lv,lv,8839,DEM,Kamala Harris,48.0
88431,486,The Washington Post,3.0,-1.2,Live Phone/Text-to-Web,9.0,North Carolina,9/25/24,9/29/24,211143,1001.0,lv,lv,8839,REP,Donald Trump,50.0
88431,486,The Washington Post,3.0,-1.2,Live Phone/Text-to-Web,9.0,North Carolina,9/25/24,9/29/24,211144,1001.0,rv,rv,8839,DEM,Kamala Harris,47.0
88431,486,The Washington Post,3.0,-1.2,Live Phone/Text-to-Web,9.0,North Carolina,9/25/24,9/29/24,211144,1001.0,rv,rv,8839,REP,Donald Trump,50.0
88457,396,Quinnipiac,2.8,-0.5,Live Phone,9.0,North Carolina,9/25/24,9/29/24,211301,953.0,lv,lv,8839,DEM,Kamala Harris,47.0
88457,396,Quinnipiac,2.8,-0.5,Live Phone,9.0,North Carolina,9/25/24,9/29/24,211301,953.0,lv,lv,8839,REP,Donald Trump,49.0
88457,396,Quinnipiac,2.8,-0.5,Live Phone,9.0,North Carolina,9/25/24,9/29/24,211303,953.0,lv,lv,8839,DEM,Kamala Harris,48.0
88457,396,Quinnipiac,2.8,-0.5,Live Phone,9.0,North Carolina,9/25/24,9/29/24,211303,953.0,lv,lv,8839,REP,Donald Trump,49.0
88458,396,Quinnipiac,2.8,-0.5,Live Phone,9.0,Georgia,9/25/24,9/29/24,211300,942.0,lv,lv,8781,DEM,Kamala Harris,44.0
88458,396,Quinnipiac,2.8,-0.5,Live Phone,9.0,Georgia,9/25/24,9/29/24,211300,942.0,lv,lv,8781,REP,Donald Trump,50.0
88458,396,Quinnipiac,2.8,-0.5,Live Phone,9.0,Georgia,9/25/24,9/29/24,211302,942.0,lv,lv,8781,DEM,Kamala Harris,45.0
88458,396,Quinnipiac,2.8,-0.5,Live Phone,9.0,Georgia,9/25/24,9/29/24,211302,942.0,lv,lv,8781,REP,Donald Trump,50.0
88503,217,High Point University,2.5,-0.4,Online Panel,8.0,North Carolina,9/20/24,9/29/24,211536,814.0,rv,rv,8839,DEM,Kamala Harris,48.0
88503,217,High Point University,2.5,-0.4,Online Panel,8.0,North Carolina,9/20/24,9/29/24,211536,814.0,rv,rv,8839,REP,Donald Trump,46.0
88503,217,High Point University,2.5,-0.4,Online Panel,8.0,North Carolina,9/20/24,9/29/24,211537,589.0,lv,lv,8839,DEM,Kamala Harris,48.0
88503,217,High Point University,2.5,-0.4,Online Panel,8.0,North Carolina,9/20/24,9/29/24,211537,589.0,lv,lv,8839,REP,Donald Trump,48.0
88461,1102,Emerson,2.9,-1.1,Online Panel/Text-to-Web,7.0,Arizona,9/27/24,9/28/24,211311,920.0,lv,lv,8759,DEM,Kamala Harris,47.6
88461,1102,Emerson,2.9,-1.1,Online Panel/Text-to-Web,7.0,Arizona,9/27/24,9/28/24,211311,920.0,lv,lv,8759,REP,Donald Trump,51.7
88462,1102,Emerson,2.9,-1.1,Online Panel/Text-to-Web,7.0,North Carolina,9/27/24,9/28/24,211310,850.0,lv,lv,8839,DEM,Kamala Harris,49.1
88462,1102,Emerson,2.9,-1.1,Online Panel/Text-to-Web,7.0,North Carolina,9/27/24,9/28/24,211310,850.0,lv,lv,8839,REP,Donald Trump,49.9
88465,1102,Emerson,2.9,-1.1,Online Panel/Text-to-Web,7.0,Pennsylvania,9/27/24,9/28/24,211323,1000.0,lv,lv,8872,DEM,Kamala Harris,49.3
88465,1102,Emerson,2.9,-1.1,Online Panel/Text-to-Web,7.0,Pennsylvania,9/27/24,9/28/24,211323,1000.0,lv,lv,8872,REP,Donald Trump,48.8
88423,1516,East Carolina University,2.6,-0.5,IVR/Text-to-Web,7.0,North Carolina,9/23/24,9/26/24,211109,1005.0,lv,lv,8839,DEM,Kamala Harris,47.1
88423,1516,East Carolina University,2.6,-0.5,IVR/Text-to-Web,7.0,North Carolina,9/23/24,9/26/24,211109,1005.0,lv,lv,8839,REP,Donald Trump,49.4
88404,1424,Siena/NYT,3.0,-1.5,Live Phone,9.0,Michigan,9/21/24,9/26/24,211029,688.0,rv,rv,8820,DEM,Kamala Harris,45.0
88404,1424,Siena/NYT,3.0,-1.5,Live Phone,9.0,Michigan,9/21/24,9/26/24,211029,688.0,rv,rv,8820,REP,Donald Trump,47.0
88404,1424,Siena/NYT,3.0,-1.5,Live Phone,9.0,Michigan,9/21/24,9/26/24,211030,688.0,rv,rv,8820,DEM,Kamala Harris,43.0
88404,1424,Siena/NYT,3.0,-1.5,Live Phone,9.0,Michigan,9/21/24,9/26/24,211030,688.0,rv,rv,8820,REP,Donald Trump,46.0
88404,1424,Siena/NYT,3.0,-1.5,Live Phone,9.0,Michigan,9/21/24,9/26/24,211031,688.0,lv,lv,8820,DEM,Kamala Harris,48.0
88404,1424,Siena/NYT,3.0,-1.5,Live Phone,9.0,Michigan,9/21/24,9/26/24,211031,688.0,lv,lv,8820,REP,Donald Trump,47.0
88404,1424,Siena/NYT,3.0,-1.5,Live Phone,9.0,Michigan,9/21/24,9/26/24,211032,688.0,lv,lv,8820,DEM,Kamala Harris,46.0
88404,1424,Siena/NYT,3.0,-1.5,Live Phone,9.0,Michigan,9/21/24,9/26/24,211032,688.0,lv,lv,8820,REP,Donald Trump,46.0
88406,1424,Siena/NYT,3.0,-1.5,Live Phone,9.0,Wisconsin,9/21/24,9/26/24,211037,680.0,rv,rv,8905,DEM,Kamala Harris,49.0
88406,1424,Siena/NYT,3.0,-1.5,Live Phone,9.0,Wisconsin,9/21/24,9/26/24,211037,680.0,rv,rv,8905,REP,Donald Trump,47.0
88406,1424,Siena/NYT,3.0,-1.5,Live Phone,9.0,Wisconsin,9/21/24,9/26/24,211038,680.0,rv,rv,8905,DEM,Kamala Harris,48.0
88406,1424,Siena/NYT,3.0,-1.5,Live Phone,9.0,Wisconsin,9/21/24,9/26/24,211038,680.0,rv,rv,8905,REP,Donald Trump,45.0
88406,1424,Siena/NYT,3.0,-1.5,Live Phone,9.0,Wisconsin,9/21/24,9/26/24,211039,680.0,lv,lv,8905,DEM,Kamala Harris,49.0
88406,1424,Siena/NYT,3.0,-1.5,Live Phone,9.0,Wisconsin,9/21/24,9/26/24,211039,680.0,lv,lv,8905,REP,Donald Trump,47.0
88406,1424,Siena/NYT,3.0,-1.5,Live Phone,9.0,Wisconsin,9/21/24,9/26/24,211040,680.0,lv,lv,8905,DEM,Kamala Harris,48.0
88406,1424,Siena/NYT,3.0,-1.5,Live Phone,9.0,Wisconsin,9/21/24,9/26/24,211040,680.0,lv,lv,8905,REP,Donald Trump,46.0
88488,1075,Marquette Law School,3.0,-1.1,Probability Panel,10.0,Wisconsin,9/18/24,9/26/24,211434,882.0,rv,rv,8905,DEM,Kamala Harris,52.0
88488,1075,Marquette Law School,3.0,-1.1,Probability Panel,10.0,Wisconsin,9/18/24,9/26/24,211434,882.0,rv,rv,8905,REP,Donald Trump,48.0
88488,1075,Marquette Law School,3.0,-1.1,Probability Panel,10.0,Wisconsin,9/18/24,9/26/24,211435,798.0,lv,lv,8905,DEM,Kamala Harris,52.0
